id,acc_user,acc_asset,nam_asset,amt_trans,tye_flow,dte_trans,tme_trans,acc_asset_related,nam_asset_related,cod_trans_type,txt_trans_type,txt_trans_type_sub,txt_remark
1,lxnkf54X,,农业银行 漂亮妈妈 9132,23.36,,20201228,,,,,餐饮,,
2,lxnkf54X,,农业银行 漂亮妈妈 9132,50.0,,20201228,,,,,交通,,
3,lxnkf54X,,农业银行 漂亮妈妈 9132,6.8,,20201228,,,,,餐饮,,
4,lxnkf54X,,农业银行 漂亮妈妈 9132,22.36,,20201227,,,,,餐饮,,
5,lxnkf54X,,微信钱包 HAN-MC,26.6,,20201227,,,,,餐饮,,
6,lxnkf54X,,微信钱包 HAN-MC,47.6,,20201227,,,,,餐饮,,
7,lxnkf54X,,农业银行 漂亮妈妈 9132,97.0,,20201227,,,,,餐饮,,
8,lxnkf54X,,农业银行 漂亮妈妈 9132,166.0,,20201227,,,,,娱乐,,
9,lxnkf54X,,农业银行 漂亮妈妈 9132,336.0,,20201227,,,,,娱乐,,
10,lxnkf54X,,支付宝 韩梦成呀,190.0,,20201226,,,,,餐饮,,
11,lxnkf54X,,农业银行 漂亮妈妈 9132,59.0,,20201226,,,,,餐饮,,
12,lxnkf54X,,农业银行 漂亮妈妈 9132,1079.0,,20201226,,,,,餐饮,,
13,lxnkf54X,,农业银行 漂亮妈妈 9132,38.0,,20201226,,,,,餐饮,,
14,lxnkf54X,,农业银行 漂亮妈妈 9132,20.2,,20201226,,,,,餐饮,,
15,lxnkf54X,,农业银行 漂亮妈妈 9132,19.2,,20201225,,,,,餐饮,,
16,lxnkf54X,,支付宝 韩梦成呀,12.0,,20201225,,,,,日常琐碎,快递,
17,lxnkf54X,,农业银行 漂亮妈妈 9132,30.8,,20201224,,,,,餐饮,,
18,lxnkf54X,,微信钱包 HAN-MC,12.0,,20201224,,,,,餐饮,,
19,lxnkf54X,,农业银行 漂亮妈妈 9132,17.4,,20201223,,,,,餐饮,,
20,lxnkf54X,,农业银行 漂亮妈妈 9132,214.0,,20201223,,,,,交通,,
21,lxnkf54X,,农业银行 漂亮妈妈 9132,25.0,,20201223,,,,,餐饮,,
22,lxnkf54X,,农业银行 漂亮妈妈 9132,1.5,,20201223,,,,,交通,,
23,lxnkf54X,,农业银行 漂亮妈妈 9132,17.28,,20201222,,,,,餐饮,,
24,lxnkf54X,,微信钱包 HAN-MC,30.0,,20201222,,,,,人情,,
25,lxnkf54X,,农业银行 漂亮妈妈 9132,50.0,,20201222,,,,,交通,,
26,lxnkf54X,,民生银行 精英白金 8069,99.8,,20201221,,,,,通讯,,
27,lxnkf54X,,农业银行 漂亮妈妈 9132,21.78,,20201221,,,,,餐饮,,
28,lxnkf54X,,微信钱包 HAN-MC,8.88,,20201221,,,,,交通,,
29,lxnkf54X,,农业银行 漂亮妈妈 9132,17.78,,20201220,,,,,餐饮,,
30,lxnkf54X,,农业银行 漂亮妈妈 9132,29.9,,20201220,,,,,餐饮,,
31,lxnkf54X,,农业银行 漂亮妈妈 9132,31.4,,20201219,,,,,餐饮,,
32,lxnkf54X,,民生银行 精英白金 8069,42.9,,20201218,,,,,餐饮,,
33,lxnkf54X,,农业银行 漂亮妈妈 9132,31.89,,20201218,,,,,餐饮,,
34,lxnkf54X,,农业银行 漂亮妈妈 9132,3.0,,20201218,,,,,文教,,
35,lxnkf54X,,农业银行 漂亮妈妈 9132,5.0,,20201218,,,,,娱乐,AppleMusic,
36,lxnkf54X,,农业银行 漂亮妈妈 9132,16.5,,20201217,,,,,餐饮,,
37,lxnkf54X,,农业银行 漂亮妈妈 9132,39.9,,20201216,,,,,住房,,
38,lxnkf54X,,农业银行 漂亮妈妈 9132,2770.0,,20201216,,,,,购物,鞋服,
39,lxnkf54X,,农业银行 漂亮妈妈 9132,19.2,,20201216,,,,,餐饮,,
40,lxnkf54X,,农业银行 漂亮妈妈 9132,34.29,,20201215,,,,,交通,,
41,lxnkf54X,,农业银行 漂亮妈妈 9132,18.4,,20201215,,,,,餐饮,,
42,lxnkf54X,,农业银行 漂亮妈妈 9132,10.17,,20201215,,,,,购物,鞋服,
43,lxnkf54X,,微信钱包 HAN-MC,200.0,,20201215,,,,,人情,,
44,lxnkf54X,,农业银行 漂亮妈妈 9132,19.6,,20201214,,,,,餐饮,,
45,lxnkf54X,,招商银行 星座卡 7296,26.99,,20201214,,,,,娱乐,电影,
46,lxnkf54X,,农业银行 漂亮妈妈 9132,39.8,,20201214,,,,,餐饮,,
47,lxnkf54X,,农业银行 漂亮妈妈 9132,14.9,,20201214,,,,,餐饮,,
48,lxnkf54X,,农业银行 漂亮妈妈 9132,58.0,,20201213,,,,,文教,,
49,lxnkf54X,,农业银行 漂亮妈妈 9132,16.5,,20201213,,,,,餐饮,,
50,lxnkf54X,,农业银行 漂亮妈妈 9132,6999.0,,20201213,,,,,购物,数码,
51,lxnkf54X,,农业银行 漂亮妈妈 9132,26.6,,20201212,,,,,餐饮,,
52,lxnkf54X,,农业银行 漂亮妈妈 9132,5.88,,20201212,,,,,购物,数码,
53,lxnkf54X,,农业银行 漂亮妈妈 9132,3.6,,20201210,,,,,餐饮,,
54,lxnkf54X,,农业银行 漂亮妈妈 9132,60.0,,20201210,,,,,餐饮,,
55,lxnkf54X,,农业银行 漂亮妈妈 9132,50.0,,20201209,,,,,交通,,
56,lxnkf54X,,农业银行 漂亮妈妈 9132,24.0,,20201208,,,,,购物,数码,
57,lxnkf54X,,农业银行 漂亮妈妈 9132,4.0,,20201208,,,,,交通,,
58,lxnkf54X,,农业银行 C位出道 3118,16.2,,20201208,,,,,餐饮,,
59,lxnkf54X,,农业银行 漂亮妈妈 9132,9.9,,20201208,,,,,餐饮,,
60,lxnkf54X,,农业银行 漂亮妈妈 9132,18.0,,20201207,,,,,餐饮,,
61,lxnkf54X,,农业银行 漂亮妈妈 9132,12.9,,20201207,,,,,购物,日用,
62,lxnkf54X,,农业银行 漂亮妈妈 9132,45.0,,20201207,,,,,购物,数码,
63,lxnkf54X,,农业银行 漂亮妈妈 9132,133.0,,20201207,,,,,住房,,
64,lxnkf54X,,农业银行 漂亮妈妈 9132,8.0,,20201206,,,,,娱乐,游戏,
65,lxnkf54X,,农业银行 C位出道 3118,22.79,,20201206,,,,,餐饮,,
66,lxnkf54X,,农业银行 C位出道 3118,28.4,,20201205,,,,,餐饮,,
67,lxnkf54X,,美团月付 信用卡,10.78,,20201205,,,,,餐饮,,
68,lxnkf54X,,农业银行 C位出道 3118,26.0,,20201205,,,,,餐饮,,
69,lxnkf54X,,微信钱包 HAN-MC,141.85,,20201205,,,,,住房,,
70,lxnkf54X,,农业银行 漂亮妈妈 9132,23.0,,20201204,,,,,日常琐碎,快递,
71,lxnkf54X,,农业银行 漂亮妈妈 9132,16.5,,20201204,,,,,餐饮,,
72,lxnkf54X,,农业银行 漂亮妈妈 9132,5.0,,20201203,,,,,餐饮,,
73,lxnkf54X,,农业银行 漂亮妈妈 9132,18.2,,20201203,,,,,餐饮,,
74,lxnkf54X,,农业银行 漂亮妈妈 9132,50.0,,20201203,,,,,通讯,,
75,lxnkf54X,,农业银行 漂亮妈妈 9132,200.0,,20201202,,,,,餐饮,,
76,lxnkf54X,,农业银行 漂亮妈妈 9132,9.8,,20201201,,,,,购物,鞋服,
77,lxnkf54X,,农业银行 漂亮妈妈 9132,17.3,,20201201,,,,,餐饮,,
78,lxnkf54X,,支付宝 韩梦成呀,12.0,,20201201,,,,,日常琐碎,快递,
79,lxnkf54X,,蚂蚁花呗 信用卡,28.0,,20201129,,,,,日常琐碎,理发,
80,lxnkf54X,,农业银行 漂亮妈妈 9132,50.0,,20201129,,,,,通讯,,
81,lxnkf54X,,农业银行 漂亮妈妈 9132,15.5,,20201129,,,,,餐饮,,
82,lxnkf54X,,农业银行 漂亮妈妈 9132,8.24,,20201128,,,,,餐饮,,
83,lxnkf54X,,农业银行 漂亮妈妈 9132,28.71,,20201128,,,,,餐饮,,
84,lxnkf54X,,农业银行 漂亮妈妈 9132,18.2,,20201128,,,,,餐饮,,
85,lxnkf54X,,农业银行 漂亮妈妈 9132,18.3,,20201127,,,,,餐饮,,
86,lxnkf54X,,农业银行 漂亮妈妈 9132,24.0,,20201127,,,,,餐饮,,
87,lxnkf54X,,蚂蚁花呗 信用卡,16.5,,20201126,,,,,餐饮,,
88,lxnkf54X,,支付宝 韩梦成呀,231.0,,20201126,,,,,工作,党费,
89,lxnkf54X,,蚂蚁花呗 信用卡,18.2,,20201125,,,,,餐饮,,
90,lxnkf54X,,支付宝 韩梦成呀,20.0,,20201125,,,,,餐饮,,
91,lxnkf54X,,支付宝 韩梦成呀,36.0,,20201124,,,,,日常琐碎,快递,
92,lxnkf54X,,蚂蚁花呗 信用卡,18.5,,20201124,,,,,餐饮,,
93,lxnkf54X,,蚂蚁花呗 信用卡,18.2,,20201123,,,,,餐饮,,
94,lxnkf54X,,农业银行 漂亮妈妈 9132,100.0,,20201123,,,,,交通,,
95,lxnkf54X,,农业银行 漂亮妈妈 9132,100.0,,20201122,,,,,餐饮,,
96,lxnkf54X,,农业银行 漂亮妈妈 9132,18.2,,20201122,,,,,餐饮,,
97,lxnkf54X,,招商银行 星座卡 7296,18.2,,20201121,,,,,餐饮,,
98,lxnkf54X,,农业银行 漂亮妈妈 9132,18.5,,20201121,,,,,餐饮,,
99,lxnkf54X,,微信钱包 HAN-MC,54.0,,20201121,,,,,文教,,
